uuid,temporal_path,kingdom,phylum,class,order,family,genus,species,scientific_name,common,image_url
7c4a21fd-0bd1-4ebc-8b60-8f8d08742c4d,temporal-landing/images/7c4a21fd-0bd1-4ebc-8b60-8f8d08742c4d.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/147687215/original.jpg
25c1f074-7330-4e60-a71e-a527ed4fb17e,temporal-landing/images/25c1f074-7330-4e60-a71e-a527ed4fb17e.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/136157768/original.jpg
975adf80-2722-414a-90cb-d22c0f9a726b,temporal-landing/images/975adf80-2722-414a-90cb-d22c0f9a726b.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/302426500/original.jpeg
62518d3d-7a62-47bd-a83f-aec09d9de160,temporal-landing/images/62518d3d-7a62-47bd-a83f-aec09d9de160.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/85900578/original.jpeg
a1a92c8b-3183-4e9f-aca1-b045b40bd597,temporal-landing/images/a1a92c8b-3183-4e9f-aca1-b045b40bd597.jpg,Animalia,Chordata,Squamata,,Viperidae,Vipera,berus,Vipera berus,Adder,https://inaturalist-open-data.s3.amazonaws.com/photos/216154319/original.jpeg
975f4f68-7e17-4469-8623-23d7768f8e54,temporal-landing/images/975f4f68-7e17-4469-8623-23d7768f8e54.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,radix,Thamnophis radix,Plains garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/20706955/original.jpeg
d5b7b790-e1e7-4f2b-aec1-68c20b7e3e4c,temporal-landing/images/d5b7b790-e1e7-4f2b-aec1-68c20b7e3e4c.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/66863043/original.jpg
b5f9e953-40be-48f2-9fda-e5e6c9345f0e,temporal-landing/images/b5f9e953-40be-48f2-9fda-e5e6c9345f0e.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,radix,Thamnophis radix,Plains garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/80455414/original.jpg
e57bc43e-d259-4e25-8ecf-673a0b57b401,temporal-landing/images/e57bc43e-d259-4e25-8ecf-673a0b57b401.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,radix,Thamnophis radix,Plains garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/316637209/original.jpeg
7ddc7228-2b25-44fe-b1a3-7a27a376ee2d,temporal-landing/images/7ddc7228-2b25-44fe-b1a3-7a27a376ee2d.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://inaturalist-open-data.s3.amazonaws.com/photos/103078270/original.jpg
80bb6e47-7ee1-47fe-8f09-73d5c1dd552a,temporal-landing/images/80bb6e47-7ee1-47fe-8f09-73d5c1dd552a.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/360704729/original.jpeg
245bb2a5-3453-4100-9d4b-e9f500bfe091,temporal-landing/images/245bb2a5-3453-4100-9d4b-e9f500bfe091.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,radix,Thamnophis radix,Plains garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/269038097/original.jpg
79fe5e7e-2ae0-4643-b6dc-8a7fc15820ad,temporal-landing/images/79fe5e7e-2ae0-4643-b6dc-8a7fc15820ad.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/260259993/original.jpeg
4fecde7b-87d0-48a0-ac91-5913e3d41229,temporal-landing/images/4fecde7b-87d0-48a0-ac91-5913e3d41229.jpg,Animalia,Chordata,Squamata,,Elapidae,Pseudechis,porphyriacus,Pseudechis porphyriacus,Australian black snake,https://inaturalist-open-data.s3.amazonaws.com/photos/248913786/original.jpeg
90eb67a1-09cb-4446-9c69-f8b6e3af2e51,temporal-landing/images/90eb67a1-09cb-4446-9c69-f8b6e3af2e51.jpg,Animalia,Chordata,Squamata,,Elapidae,Pseudonaja,inframacula,Pseudonaja inframacula,Peninsula brown snake,https://inaturalist-open-data.s3.amazonaws.com/photos/344242898/original.jpg
3d608f8c-bf95-4744-8daf-e9ecaf51e8d5,temporal-landing/images/3d608f8c-bf95-4744-8daf-e9ecaf51e8d5.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/22102164/original.jpeg
9b7755be-c6b2-4c7f-b25a-1c002ba43a96,temporal-landing/images/9b7755be-c6b2-4c7f-b25a-1c002ba43a96.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/70794041/original.jpg
1fd43092-b010-4e7c-9698-955f5c572ec6,temporal-landing/images/1fd43092-b010-4e7c-9698-955f5c572ec6.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/153485601/original.jpeg
a58c14e1-1bf7-4671-818a-28d253326f7d,temporal-landing/images/a58c14e1-1bf7-4671-818a-28d253326f7d.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/221515206/original.jpeg
c2fcc219-ff0e-4a39-87de-4a19429a61dd,temporal-landing/images/c2fcc219-ff0e-4a39-87de-4a19429a61dd.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,atrox,Crotalus atrox,Western diamond-backed rattlesnake,https://inaturalist-open-data.s3.amazonaws.com/photos/145667730/original.jpeg
e5b34353-f5ab-41b3-a6e6-96474002913a,temporal-landing/images/e5b34353-f5ab-41b3-a6e6-96474002913a.jpg,Animalia,Chordata,Squamata,,Pythonidae,Morelia,spilota,Morelia spilota,Carpet python,https://inaturalist-open-data.s3.amazonaws.com/photos/12464505/original.jpg
b269df36-8a06-4a15-a3d5-1c24ea4c9f97,temporal-landing/images/b269df36-8a06-4a15-a3d5-1c24ea4c9f97.jpg,Animalia,Chordata,Squamata,,Typhlopidae,Indotyphlops,braminus,Indotyphlops braminus,Brahminy blindsnake,https://inaturalist-open-data.s3.amazonaws.com/photos/349946403/original.jpeg
c0171663-9119-476d-a836-6ce51113bec5,temporal-landing/images/c0171663-9119-476d-a836-6ce51113bec5.jpg,Animalia,Chordata,Squamata,,Elapidae,Pseudonaja,affinis,Pseudonaja affinis,Dugite,https://inaturalist-open-data.s3.amazonaws.com/photos/182517762/original.jpeg
b30e582e-2ac3-46b9-803e-8fbbaabe4be1,temporal-landing/images/b30e582e-2ac3-46b9-803e-8fbbaabe4be1.jpg,Animalia,Chordata,Squamata,,Boidae,Candoia,carinata,Candoia carinata,New guinea tree boa,https://inaturalist-open-data.s3.amazonaws.com/photos/346762983/original.jpeg
262b90c7-0a7c-4f67-97a3-176473a1dec5,temporal-landing/images/262b90c7-0a7c-4f67-97a3-176473a1dec5.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,cerastes,Crotalus cerastes,Sidewinder,https://inaturalist-open-data.s3.amazonaws.com/photos/93918046/original.jpg
1d9e6270-d954-4a6d-831b-1c3f779b4c9d,temporal-landing/images/1d9e6270-d954-4a6d-831b-1c3f779b4c9d.jpg,Animalia,Chordata,Squamata,,Elapidae,Cacophis,churchilli,Cacophis churchilli,Northern dward-crowned snake,https://inaturalist-open-data.s3.amazonaws.com/photos/340345287/original.jpg
4e4ebb75-5cec-4a54-8c6a-33abe76628b3,temporal-landing/images/4e4ebb75-5cec-4a54-8c6a-33abe76628b3.jpg,Animalia,Chordata,Squamata,,Colubridae,Dendrelaphis,punctulatus,Dendrelaphis punctulatus,Common tree snake,https://inaturalist-open-data.s3.amazonaws.com/photos/273928823/original.jpg
df8c1c04-27d3-40ed-b85a-b129a3a34311,temporal-landing/images/df8c1c04-27d3-40ed-b85a-b129a3a34311.jpg,Animalia,Chordata,Squamata,,Viperidae,Agkistrodon,contortrix,Agkistrodon contortrix,Northern copperhead,https://inaturalist-open-data.s3.amazonaws.com/photos/16962612/original.jpeg
9f46b359-4a9b-429a-8ce1-e24cff8f29c1,temporal-landing/images/9f46b359-4a9b-429a-8ce1-e24cff8f29c1.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://inaturalist-open-data.s3.amazonaws.com/photos/174243955/original.jpeg
5402201c-d8a5-4aa7-801e-86048c26aed1,temporal-landing/images/5402201c-d8a5-4aa7-801e-86048c26aed1.jpg,Animalia,Chordata,Squamata,,Viperidae,Bitis,rubida,Bitis rubida,Red adder,https://inaturalist-open-data.s3.amazonaws.com/photos/170624160/original.jpg
b6378cfd-9896-4d2f-a18d-5bf96c78962d,temporal-landing/images/b6378cfd-9896-4d2f-a18d-5bf96c78962d.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,radix,Thamnophis radix,Plains garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/80712410/original.jpg
955acdfe-c82f-4980-b480-b08bada7abb9,temporal-landing/images/955acdfe-c82f-4980-b480-b08bada7abb9.jpg,Animalia,Chordata,Squamata,,Boidae,Boa,imperator,Boa imperator,Central american boa,https://inaturalist-open-data.s3.amazonaws.com/photos/138230749/original.jpeg
3e8cc9d5-12de-448b-90fb-ec74d881d5aa,temporal-landing/images/3e8cc9d5-12de-448b-90fb-ec74d881d5aa.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/83604297/original.jpg
4704788c-20d3-4293-855b-e6b6ea840e99,temporal-landing/images/4704788c-20d3-4293-855b-e6b6ea840e99.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/3751917/original.JPG
30f07493-a3eb-4873-aa10-8629c96dce21,temporal-landing/images/30f07493-a3eb-4873-aa10-8629c96dce21.jpg,Animalia,Chordata,Squamata,,Boidae,Boa,imperator,Boa imperator,Central american boa,https://inaturalist-open-data.s3.amazonaws.com/photos/25284809/original.jpeg
7ce56a32-fbb9-40b6-a387-f06cc7146d3a,temporal-landing/images/7ce56a32-fbb9-40b6-a387-f06cc7146d3a.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://inaturalist-open-data.s3.amazonaws.com/photos/311202801/original.jpg
754d627e-46b6-433e-8823-d01ce783c60b,temporal-landing/images/754d627e-46b6-433e-8823-d01ce783c60b.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,elegans,Thamnophis elegans,Western terrestrial garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/278002375/original.jpg
74c8d04e-4354-428c-9a53-b612d4110e7e,temporal-landing/images/74c8d04e-4354-428c-9a53-b612d4110e7e.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/84987019/original.jpg
5df6c9b0-d5d4-46f6-b109-e13bfd4641e3,temporal-landing/images/5df6c9b0-d5d4-46f6-b109-e13bfd4641e3.jpg,Animalia,Chordata,Squamata,,Pythonidae,Morelia,spilota,Morelia spilota,Carpet python,https://inaturalist-open-data.s3.amazonaws.com/photos/101131185/original.jpeg
e862f02e-5da4-47bf-a033-b49f2b2d1868,temporal-landing/images/e862f02e-5da4-47bf-a033-b49f2b2d1868.jpg,Animalia,Chordata,Squamata,,Viperidae,Cerastes,cerastes,Cerastes cerastes,Desert horned viper,https://inaturalist-open-data.s3.amazonaws.com/photos/268838752/original.jpeg
2b7885f8-a97c-419e-ac02-e6ab29bc9c41,temporal-landing/images/2b7885f8-a97c-419e-ac02-e6ab29bc9c41.jpg,Animalia,Chordata,Squamata,,Elapidae,Aspidelaps,lubricus,Aspidelaps lubricus,Coral shield cobra,https://inaturalist-open-data.s3.amazonaws.com/photos/83590010/original.jpg
c791398c-85a8-4402-b415-9c20063ae59b,temporal-landing/images/c791398c-85a8-4402-b415-9c20063ae59b.jpg,Animalia,Chordata,Squamata,,Elapidae,Hydrophis,elegans,Hydrophis elegans,Bar-bellied sea snake,https://inaturalist-open-data.s3.amazonaws.com/photos/181635806/original.jpg
74db93d3-d4d9-4726-be46-bc573479b8fc,temporal-landing/images/74db93d3-d4d9-4726-be46-bc573479b8fc.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/227134313/original.jpeg
a8ec0ece-f9ca-4dbb-b823-b14e23eda458,temporal-landing/images/a8ec0ece-f9ca-4dbb-b823-b14e23eda458.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/250337340/original.jpeg
ed9eec9b-bc6f-4f13-b78c-3cc8ef6146c9,temporal-landing/images/ed9eec9b-bc6f-4f13-b78c-3cc8ef6146c9.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,elegans,Thamnophis elegans,Western terrestrial garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/299700729/original.jpg
eb4b220a-5bef-4a44-90bd-541fc25efd3f,temporal-landing/images/eb4b220a-5bef-4a44-90bd-541fc25efd3f.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/166007305/original.jpeg
039bb124-9e56-4a73-8169-c1d7dbb03ed6,temporal-landing/images/039bb124-9e56-4a73-8169-c1d7dbb03ed6.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,radix,Thamnophis radix,Plains garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/200889786/original.jpg
7b4b0721-ed08-479a-99fc-17a80d094dbe,temporal-landing/images/7b4b0721-ed08-479a-99fc-17a80d094dbe.jpg,Animalia,Chordata,Squamata,,Pythonidae,Python,bivittatus,Python bivittatus,Burmese python,https://cdn.floridamuseum.ufl.edu/Herp/361a9848-34ae-4e52-bd40-04ee298ff6a7
0f93a210-41de-4999-8b07-493ee284f5fd,temporal-landing/images/0f93a210-41de-4999-8b07-493ee284f5fd.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,atrox,Crotalus atrox,Western diamond-backed rattlesnake,https://inaturalist-open-data.s3.amazonaws.com/photos/293607348/original.jpg
34758d30-7a22-4657-8c82-0143cd1356b6,temporal-landing/images/34758d30-7a22-4657-8c82-0143cd1356b6.jpg,Animalia,Chordata,Squamata,,Pythonidae,Morelia,spilota,Morelia spilota,Carpet python,https://inaturalist-open-data.s3.amazonaws.com/photos/262182290/original.jpg
7080c2e4-d0f1-490f-8d63-d0d6bdac41b9,temporal-landing/images/7080c2e4-d0f1-490f-8d63-d0d6bdac41b9.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,scutulatus,Crotalus scutulatus,Scutulatus,https://inaturalist-open-data.s3.amazonaws.com/photos/288178967/original.jpeg
982dbe73-cfff-4ec0-9853-827620ab7efe,temporal-landing/images/982dbe73-cfff-4ec0-9853-827620ab7efe.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://inaturalist-open-data.s3.amazonaws.com/photos/193548574/original.jpg
0a76f922-3fe8-4bc4-9b5c-725c147ada1c,temporal-landing/images/0a76f922-3fe8-4bc4-9b5c-725c147ada1c.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/266938101/original.jpeg
ecef9138-59dc-4635-a988-9a4f134b296d,temporal-landing/images/ecef9138-59dc-4635-a988-9a4f134b296d.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,elegans,Thamnophis elegans,Western terrestrial garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/96856169/original.jpeg
c4422033-2d2a-440d-a8c2-5684a9d7559d,temporal-landing/images/c4422033-2d2a-440d-a8c2-5684a9d7559d.jpg,Animalia,Chordata,Squamata,,Boidae,Lichanura,orcutti,Lichanura orcutti,Northern three-lined boa,https://inaturalist-open-data.s3.amazonaws.com/photos/114375701/original.jpg
770ae694-3fc0-49d1-b407-2dfb12bf8224,temporal-landing/images/770ae694-3fc0-49d1-b407-2dfb12bf8224.jpg,Animalia,Chordata,Squamata,,Colubridae,Storeria,dekayi,Storeria dekayi,(dekay’s) brown snake,https://inaturalist-open-data.s3.amazonaws.com/photos/182796192/original.jpeg
7d94d7d4-e169-40df-a701-291a6e06ce68,temporal-landing/images/7d94d7d4-e169-40df-a701-291a6e06ce68.jpg,Animalia,Chordata,Squamata,,Typhlopidae,Xerotyphlops,syriacus,Xerotyphlops syriacus,Levantine blindsnake,https://inaturalist-open-data.s3.amazonaws.com/photos/361979351/original.jpeg
a2e4d9ec-a2de-4c8d-a74c-4217a9026303,temporal-landing/images/a2e4d9ec-a2de-4c8d-a74c-4217a9026303.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,radix,Thamnophis radix,Plains garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/220952820/original.jpeg
be21c8ab-e012-42df-b215-0d7bf443d7b6,temporal-landing/images/be21c8ab-e012-42df-b215-0d7bf443d7b6.jpg,Animalia,Chordata,Squamata,,Typhlopidae,Indotyphlops,braminus,Indotyphlops braminus,Brahminy blindsnake,https://inaturalist-open-data.s3.amazonaws.com/photos/354357072/original.jpg
41ff692e-d97b-48f4-ac91-399d4be1c2a8,temporal-landing/images/41ff692e-d97b-48f4-ac91-399d4be1c2a8.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://inaturalist-open-data.s3.amazonaws.com/photos/110749349/original.jpeg
de083a69-b23c-4e88-914a-d493902cce1a,temporal-landing/images/de083a69-b23c-4e88-914a-d493902cce1a.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://inaturalist-open-data.s3.amazonaws.com/photos/15133668/original.jpeg
e858b397-3f1d-4303-bca2-1f48a49f45ec,temporal-landing/images/e858b397-3f1d-4303-bca2-1f48a49f45ec.jpg,Animalia,Chordata,Squamata,,Boidae,Corallus,grenadensis,Corallus grenadensis,Grenada tree boa,https://inaturalist-open-data.s3.amazonaws.com/photos/306181645/original.jpg
019da816-ee59-4d4b-8664-03f939802174,temporal-landing/images/019da816-ee59-4d4b-8664-03f939802174.jpg,Animalia,Chordata,Squamata,,Viperidae,Vipera,berus,Vipera berus,huggorm,https://www.artportalen.se/MediaLibrary/2023/9/3567d9c6-c2f6-4f39-8bef-95bfff8b084c_image.jpg
c9fb0bd9-6dbd-49e1-ad35-a6a1212467ab,temporal-landing/images/c9fb0bd9-6dbd-49e1-ad35-a6a1212467ab.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/21352674/original.jpg
939b4c4e-82d0-41f0-9c50-d9389c737086,temporal-landing/images/939b4c4e-82d0-41f0-9c50-d9389c737086.jpg,Animalia,Chordata,Squamata,,Boidae,Epicrates,maurus,Epicrates maurus,Brown rainbow boa,https://inaturalist-open-data.s3.amazonaws.com/photos/32729471/original.jpeg
5ced9dfb-167e-41ed-8225-ce0832aae292,temporal-landing/images/5ced9dfb-167e-41ed-8225-ce0832aae292.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,elegans,Thamnophis elegans,Western terrestrial garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/233434935/original.jpg
df1986bf-806c-442c-ac5e-053e4c50c6ec,temporal-landing/images/df1986bf-806c-442c-ac5e-053e4c50c6ec.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/135175865/original.jpg
0110cf01-ac3d-4981-a9de-88b8a00f11f1,temporal-landing/images/0110cf01-ac3d-4981-a9de-88b8a00f11f1.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,radix,Thamnophis radix,Plains garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/336405822/original.jpg
3c0cc682-3837-49fe-975f-8a928620603d,temporal-landing/images/3c0cc682-3837-49fe-975f-8a928620603d.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/71138347/original.jpg
bbf79c90-f9a4-42e3-96a1-b9d5c07015bb,temporal-landing/images/bbf79c90-f9a4-42e3-96a1-b9d5c07015bb.jpg,Animalia,Chordata,Squamata,,Viperidae,Bothrops,atrox,Bothrops atrox,Common lancehead,https://inaturalist-open-data.s3.amazonaws.com/photos/252222523/original.jpeg
0fe9971b-4f30-481e-a0b8-0a859d617150,temporal-landing/images/0fe9971b-4f30-481e-a0b8-0a859d617150.jpg,Animalia,Chordata,Squamata,,Colubridae,Storeria,dekayi,Storeria dekayi,(dekay’s) brown snake,https://inaturalist-open-data.s3.amazonaws.com/photos/206666298/original.jpg
0f32d176-31ee-446d-9937-0aa83b87bdc8,temporal-landing/images/0f32d176-31ee-446d-9937-0aa83b87bdc8.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,radix,Thamnophis radix,Plains garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/158756666/original.jpg
ec55e00a-736d-43e8-a832-32bcede851b3,temporal-landing/images/ec55e00a-736d-43e8-a832-32bcede851b3.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://inaturalist-open-data.s3.amazonaws.com/photos/328820074/original.jpg
2f1ede7b-daec-462c-8623-8f45138c6e99,temporal-landing/images/2f1ede7b-daec-462c-8623-8f45138c6e99.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://www.artsobservasjoner.no/MediaLibrary/2019/7/7b86c1cd-31ac-4d6e-8714-e0a8c97539b4_image.jpg
00b968c9-ec9e-4f02-90cd-b3efdb08e913,temporal-landing/images/00b968c9-ec9e-4f02-90cd-b3efdb08e913.jpg,Animalia,Chordata,Squamata,,Pythonidae,Python,bivittatus,Python bivittatus,Burmese python,https://inaturalist-open-data.s3.amazonaws.com/photos/209165516/original.jpg
3ad83198-3a67-417a-b707-f204f5c5ac63,temporal-landing/images/3ad83198-3a67-417a-b707-f204f5c5ac63.jpg,Animalia,Chordata,Squamata,,Atractaspididae,Aparallactus,capensis,Aparallactus capensis,Cape centipede eater,https://inaturalist-open-data.s3.amazonaws.com/photos/292272875/original.jpg
c4b4f117-9b1c-4651-8510-46922c2599d5,temporal-landing/images/c4b4f117-9b1c-4651-8510-46922c2599d5.jpg,Animalia,Chordata,Squamata,,Uropeltidae,Uropeltis,maculata,Uropeltis maculata,Spotted earth snake,https://inaturalist-open-data.s3.amazonaws.com/photos/221178298/original.jpeg
1627309e-297f-4eb3-a3d0-912872d6773d,temporal-landing/images/1627309e-297f-4eb3-a3d0-912872d6773d.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/73078832/original.jpg
096120c9-ad30-4831-9d1a-6565b2787c0e,temporal-landing/images/096120c9-ad30-4831-9d1a-6565b2787c0e.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/3617574/original.jpg
0a56abba-690b-4a54-838e-0ba82065b903,temporal-landing/images/0a56abba-690b-4a54-838e-0ba82065b903.jpg,Animalia,Chordata,Squamata,,Viperidae,Vipera,berus,Vipera berus,Adder,https://inaturalist-open-data.s3.amazonaws.com/photos/66966799/original.jpeg
4bae6549-2b16-42d7-843c-75b9246a7337,temporal-landing/images/4bae6549-2b16-42d7-843c-75b9246a7337.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://inaturalist-open-data.s3.amazonaws.com/photos/247674435/original.jpg
2d13388e-3ae9-4ad2-858c-853dd616557c,temporal-landing/images/2d13388e-3ae9-4ad2-858c-853dd616557c.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,elegans,Thamnophis elegans,Western terrestrial garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/241472968/original.jpeg
78f5a220-ed39-4780-bb6e-33bcc8a0fadb,temporal-landing/images/78f5a220-ed39-4780-bb6e-33bcc8a0fadb.jpg,Animalia,Chordata,Squamata,,Boidae,Lichanura,orcutti,Lichanura orcutti,Northern three-lined boa,https://inaturalist-open-data.s3.amazonaws.com/photos/67188970/original.jpeg
e6056346-a64b-4523-b937-86006e4c588a,temporal-landing/images/e6056346-a64b-4523-b937-86006e4c588a.jpg,Animalia,Chordata,Squamata,,Colubridae,Storeria,dekayi,Storeria dekayi,(dekay’s) brown snake,https://inaturalist-open-data.s3.amazonaws.com/photos/186020137/original.jpg
687f76bf-d01f-4780-a85c-0daf21842567,temporal-landing/images/687f76bf-d01f-4780-a85c-0daf21842567.jpg,Animalia,Chordata,Squamata,,Viperidae,Sistrurus,miliarius,Sistrurus miliarius,Pygmy rattlesnake,https://inaturalist-open-data.s3.amazonaws.com/photos/190621861/original.jpg
28a1def3-92a5-4bbd-8c4c-f5b0b92ef689,temporal-landing/images/28a1def3-92a5-4bbd-8c4c-f5b0b92ef689.jpg,Animalia,Chordata,Squamata,,Viperidae,Agkistrodon,contortrix,Agkistrodon contortrix,Northern copperhead,https://inaturalist-open-data.s3.amazonaws.com/photos/336697615/original.jpeg
256cf78d-551e-49d1-9bf2-15202a0e0cb3,temporal-landing/images/256cf78d-551e-49d1-9bf2-15202a0e0cb3.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/11290109/original.jpg
ee30369e-5558-41ec-8599-54a1afc684e1,temporal-landing/images/ee30369e-5558-41ec-8599-54a1afc684e1.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/225789739/original.jpeg
4d0cd1f9-56c6-4eff-8f1d-53149dc0fd20,temporal-landing/images/4d0cd1f9-56c6-4eff-8f1d-53149dc0fd20.jpg,Animalia,Chordata,Squamata,,Boidae,Eryx,jaculus,Eryx jaculus,,https://inaturalist-open-data.s3.amazonaws.com/photos/264259308/original.jpeg
b9cb9df4-c9e4-45c4-aaeb-ca1b92b40cbe,temporal-landing/images/b9cb9df4-c9e4-45c4-aaeb-ca1b92b40cbe.jpg,Animalia,Chordata,Squamata,,Boidae,Eunectes,notaeus,Eunectes notaeus,Yellow anaconda,https://inaturalist-open-data.s3.amazonaws.com/photos/257355556/original.jpeg
